nome_aluno,sexo_aluno,idade_aluno,escola_aluno,escolaridade_aluno,curso,professor,data_matricula,concluiu_curso,respostas_corretas,avaliacao_curso
Gabriel Carvalho Santos,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,05/12/2024,False,95,5
Daniel Rodrigues Costa,Masculino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,17/08/2024,False,50,4
Maria Costa Costa,Feminino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,02/04/2023,False,88,4
Isabela Gomes Santos,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,10/01/2023,True,74,4
Pedro Souza Oliveira,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,26/09/2023,True,75,2
Letícia Carvalho Pereira,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,27/03/2023,True,93,5
Antônio Pereira Oliveira,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,09/01/2025,True,95,4
Marcos Rodrigues Costa,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,14/08/2023,True,81,5
Letícia Almeida Silva,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,13/11/2024,True,74,4
Daniel Souza Souza,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,19/09/2024,True,81,5
Fernando Gomes Rodrigues,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,22/06/2024,True,97,5
Fernanda Pereira Costa,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,16/06/2024,True,94,1
Antônio Costa Silva,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,06/05/2024,True,93,4
Maria Costa Carvalho,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,26/06/2024,True,70,4
Beatriz Gomes Almeida,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,21/03/2024,True,76,4
Fernanda Souza Rodrigues,Feminino,21,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,05/12/2023,True,77,3
Beatriz Pereira Gomes,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,14/08/2024,False,18,3
Juliana Carvalho Santos,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,05/07/2023,True,79,3
Patrícia Pereira Costa,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,06/09/2024,True,80,5
Gabriel Almeida Oliveira,Masculino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,18/10/2024,True,75,4
Amanda Gomes Almeida,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,17/01/2023,True,94,5
Isabela Santos Gomes,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,11/05/2024,False,29,4
Patrícia Gomes Almeida,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,06/04/2024,False,64,5
Amanda Almeida Santos,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,28/09/2023,False,92,5
Ana Rodrigues Souza,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,14/12/2023,True,85,4
Patrícia Almeida Oliveira,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,08/10/2023,True,84,4
Daniel Santos Carvalho,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,18/01/2024,True,97,5
Lucas Oliveira Gomes,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,28/11/2023,True,80,3
Marcos Souza Rodrigues,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,03/02/2023,True,88,2
Gabriel Pereira Oliveira,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,16/04/2023,False,24,5
João Rodrigues Costa,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,31/12/2024,True,100,4
Daniel Rodrigues Oliveira,Masculino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,01/01/2023,True,87,4
Beatriz Carvalho Carvalho,Feminino,16,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,21/04/2024,False,54,3
Beatriz Souza Gomes,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,30/01/2024,True,88,4
Letícia Costa Costa,Feminino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,08/01/2024,True,84,5
Juliana Gomes Silva,Feminino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,18/09/2024,True,75,5
Rafael Costa Oliveira,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,24/10/2023,True,70,4
Ana Costa Rodrigues,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,28/03/2024,True,88,4
Juliana Pereira Costa,Feminino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,02/06/2024,True,79,1
Amanda Souza Carvalho,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,29/01/2025,True,89,5
Rafael Carvalho Souza,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,09/04/2024,False,3,4
João Rodrigues Gomes,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,12/05/2023,True,80,4
Antônio Almeida Silva,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,08/12/2023,True,88,5
Pedro Pereira Gomes,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,29/04/2024,True,77,1
Patrícia Gomes Silva,Feminino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,09/08/2023,True,87,3
Rafael Carvalho Santos,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,02/07/2024,True,80,5
Rafael Almeida Almeida,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,07/09/2023,False,96,5
Ana Silva Costa,Feminino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,05/11/2024,True,70,3
Fernando Carvalho Gomes,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,05/10/2024,True,80,5
Juliana Souza Costa,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,28/04/2024,True,71,4
Gabriel Santos Silva,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,02/03/2023,False,94,5
Isabela Souza Santos,Feminino,18,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,18/11/2024,True,94,5
Pedro Costa Costa,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,25/08/2023,True,70,5
Amanda Silva Silva,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,05/11/2023,True,90,4
Lucas Almeida Silva,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,14/11/2023,True,79,5
Fernanda Costa Carvalho,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,05/08/2023,True,82,3
Lucas Pereira Costa,Masculino,17,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,09/02/2023,True,77,3
Gabriel Oliveira Pereira,Masculino,17,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,20/12/2024,True,89,1
João Pereira Costa,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,19/12/2024,False,92,4
Beatriz Oliveira Costa,Feminino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,23/04/2023,False,6,4
Patrícia Santos Almeida,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,21/02/2024,False,71,2
Carlos Carvalho Pereira,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,16/07/2024,True,71,2
Amanda Pereira Rodrigues,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,26/08/2023,True,97,4
Ana Oliveira Almeida,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,26/06/2023,False,20,5
Beatriz Gomes Pereira,Feminino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,22/07/2024,True,88,5
Ana Almeida Souza,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,22/05/2024,True,83,1
Juliana Rodrigues Santos,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,03/03/2024,True,97,3
Fernando Oliveira Rodrigues,Masculino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,27/01/2025,True,89,5
Isabela Pereira Costa,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,17/01/2025,False,71,1
Fernanda Oliveira Silva,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,10/09/2023,True,99,4
Gabriel Oliveira Almeida,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,16/10/2023,True,73,4
Camila Silva Oliveira,Feminino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,27/12/2023,True,74,4
Fernanda Santos Carvalho,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,01/04/2023,True,78,5
Amanda Santos Silva,Feminino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,16/05/2023,False,80,4
Marcos Costa Silva,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,08/10/2023,True,86,5
Marcos Oliveira Almeida,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,30/07/2023,True,92,5
Marcos Carvalho Santos,Masculino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,26/04/2024,True,77,3
Juliana Almeida Almeida,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,20/03/2024,False,42,5
Daniel Pereira Rodrigues,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,20/08/2024,True,88,3
Pedro Souza Rodrigues,Masculino,18,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,15/01/2025,False,51,4
Isabela Silva Costa,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,23/10/2024,True,94,3
Pedro Rodrigues Santos,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,10/05/2024,True,70,4
Maria Souza Carvalho,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,24/07/2023,True,80,5
Antônio Silva Santos,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,12/01/2023,True,83,2
Pedro Gomes Souza,Masculino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,15/03/2023,True,78,5
Daniel Almeida Carvalho,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,24/09/2023,False,40,4
João Rodrigues Rodrigues,Masculino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,30/08/2023,False,45,2
Maria Oliveira Rodrigues,Feminino,20,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,21/05/2024,True,89,2
Ana Carvalho Oliveira,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,12/12/2023,True,83,2
Antônio Pereira Silva,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,29/10/2024,True,74,5
João Gomes Gomes,Masculino,18,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,08/03/2024,True,83,5
Antônio Souza Rodrigues,Masculino,19,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,20/11/2024,False,14,3
Patrícia Almeida Souza,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,15/10/2023,False,74,1
Daniel Oliveira Silva,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,12/02/2024,False,61,1
Gabriel Almeida Pereira,Masculino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,03/01/2025,True,86,5
Carlos Oliveira Almeida,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,28/06/2023,True,95,5
Lucas Gomes Almeida,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,20/09/2023,True,79,4
Antônio Pereira Almeida,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,18/10/2024,True,87,4
Amanda Gomes Pereira,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,01/05/2024,False,73,3
Fernanda Souza Rodrigues,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,25/12/2023,True,90,5
Gabriel Costa Carvalho,Masculino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,09/02/2023,True,93,4
Maria Gomes Gomes,Feminino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,30/03/2024,False,12,5
Carlos Costa Gomes,Masculino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,17/07/2023,True,73,5
Fernanda Gomes Rodrigues,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,27/03/2023,True,70,2
Carlos Costa Oliveira,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,28/01/2024,True,88,3
Camila Oliveira Rodrigues,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,24/01/2024,True,71,5
Carlos Santos Silva,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,04/05/2023,True,88,3
Camila Silva Costa,Feminino,21,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Engenharia de Prompts para IA Generativa,Fábio Andrade,21/07/2024,True,98,5
Fernando Rodrigues Almeida,Masculino,21,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,03/03/2024,False,46,4
Marcos Rodrigues Souza,Masculino,17,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,03/09/2023,True,70,3
Antônio Rodrigues Almeida,Masculino,15,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Manipulação de dados com Python,Carlos Cunha,01/12/2023,False,2,3
Carlos Costa Almeida,Masculino,18,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,11/11/2024,True,71,4
Marcos Costa Souza,Masculino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,11/12/2024,False,98,4
Ana Costa Carvalho,Feminino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,16/01/2025,True,77,2
Fernando Santos Santos,Masculino,15,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,29/04/2023,True,92,5
Amanda Pereira Rodrigues,Feminino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,30/03/2024,True,93,4
Ana Gomes Silva,Feminino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,Lógica de programação com Python,Carlos Cunha,14/11/2023,False,40,5
Beatriz Silva Souza,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,19/05/2024,True,99,2
Rafael Santos Souza,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,19/11/2024,True,76,4
Antônio Santos Almeida,Masculino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,26/04/2024,True,81,5
Camila Silva Silva,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,25/10/2023,False,99,4
Marcos Carvalho Oliveira,Masculino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,07/03/2024,False,26,3
Gabriel Santos Santos,Masculino,17,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,05/11/2024,True,83,2
Lucas Souza Silva,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,30/01/2025,True,72,4
Fernanda Silva Souza,Feminino,19,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Incompleto,IA Generativa de Imagens,Fábio Andrade,04/10/2024,False,78,2
Fernanda Rodrigues Costa,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,10/03/2024,True,76,5
Pedro Rodrigues Pereira,Masculino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,04/02/2023,False,82,5
Pedro Souza Almeida,Masculino,20,U E de Ensino Médio Vila Maria,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,18/10/2024,True,98,5
João Almeida Carvalho,Masculino,19,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,02/07/2024,True,96,5
Beatriz Rodrigues Silva,Feminino,15,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Engenharia de Prompts para IA Generativa,Fábio Andrade,08/10/2023,True,91,4
Camila Almeida Pereira,Feminino,21,Ceep Paulo Ferraz,Ensino Médio Completo,Criação de conteúdo com IA,Mario Santos,01/10/2023,False,47,5
Patrícia Rodrigues Gomes,Feminino,18,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,29/05/2024,False,19,5
Patrícia Santos Almeida,Feminino,21,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA para SEO e Otimização de conteúdos,Mario Santos,05/01/2023,False,27,4
Pedro Carvalho Costa,Masculino,19,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA para SEO e Otimização de conteúdos,Mario Santos,21/10/2024,True,89,4
Fernando Costa Silva,Masculino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,29/05/2024,True,78,4
Rafael Rodrigues Carvalho,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,22/10/2023,True,100,5
Daniel Costa Pereira,Masculino,15,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,27/01/2025,True,90,5
Antônio Carvalho Silva,Masculino,18,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Imagens,Fábio Andrade,06/05/2023,True,91,5
Isabela Costa Gomes,Feminino,16,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,03/08/2023,True,72,3
Beatriz Almeida Oliveira,Feminino,17,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,19/12/2023,False,54,2
Marcos Santos Pereira,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,23/05/2024,True,85,3
Fernando Almeida Souza,Masculino,20,Ceep Paulo Ferraz,Ensino Médio Incompleto,IA Generativa de Videos,Fábio Andrade,14/04/2023,True,79,5
Daniel Pereira Oliveira,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,25/09/2023,True,90,4
Daniel Gomes Pereira,Masculino,16,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,03/08/2024,True,100,5
Patrícia Silva Gomes,Feminino,17,Ceep José Pacifico de Moura Neto,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,14/09/2024,False,90,5
Camila Oliveira Almeida,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,02/06/2023,True,93,5
Ana Oliveira Gomes,Feminino,16,U E de Ensino Médio Vila Maria,Ensino Médio Completo,Lógica de programação com Python,Carlos Cunha,17/04/2023,True,98,5
Carlos Silva Santos,Masculino,15,Ceep Paulo Ferraz,Ensino Médio Incompleto,Criação de conteúdo com IA,Mario Santos,17/01/2024,False,86,1
Fernanda Gomes Pereira,Feminino,19,Ceep José Pacifico de Moura Neto,Ensino Médio Completo,IA Generativa de Videos,Fábio Andrade,05/08/2023,True,93,2
Lucas Silva Carvalho,Masculino,18,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,02/03/2023,False,96,5
Patrícia Gomes Santos,Feminino,16,Ceep Paulo Ferraz,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,28/12/2023,True,84,5
Marcos Gomes Oliveira,Masculino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Manipulação de dados com Python,Carlos Cunha,28/01/2025,True,74,4
Antônio Silva Gomes,Masculino,21,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,11/03/2023,True,89,3
Letícia Pereira Pereira,Feminino,20,Ceep Pref João Mendes Olimpio de Melo,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,04/01/2023,True,90,3
Patrícia Carvalho Santos,Feminino,15,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Completo,Introdução a IA com scikit-learn,Carlos Cunha,04/03/2023,True,88,3
Gabriel Costa Costa,Masculino,17,U E de Ensino Médio Vila Maria,Ensino Médio Incompleto,Introdução a IA com scikit-learn,Carlos Cunha,16/01/2023,True,99,3
Amanda Carvalho Carvalho,Feminino,16,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,10/01/2025,True,73,5
Antônio Oliveira Gomes,Masculino,20,Ceep Professor Ruy Leite Berger Filho,Ensino Médio Completo,Introdução a visão computacional com OpenCV,Carlos Cunha,26/11/2023,True,99,2
Beatriz Almeida Gomes,Feminino,19,Ceep Em Saude Mons José Luis Barbosa Cortez,Ensino Médio Incompleto,Introdução a visão computacional com OpenCV,Carlos Cunha,12/05/2024,False,28,4
